UserName,Datetime,Tweet Id,Text
remiforce,2020-10-25 23:52:48+00:00,1320513674658959360,"Seniors, When you vote, remember #Trump wants to end your #SocialSecurity &amp; #Medicare by 2023 by ending the payroll tax that supports them. #JoeBiden promises to strenghten Social Security &amp; Medicare https://t.co/rzZWs0UpuT"
withliberte,2020-10-25 23:52:35+00:00,1320513618723614721,"#HunterBiden's business partner has confirmed the #BidenEmails #Scandal is real! https://t.co/fEMToyxQZj #JoeBiden Signed Off on Foreign Deals, Made MILLIONS From Communist #China"
trapholizaynews,2020-10-25 23:51:07+00:00,1320513248584704000,"Dave Bautista Calls Donald Trump A ""Bully,"" Endorses Joe Biden

#davebautista #donaldtrump #endorsement #instagram #joebiden #news #politics #presidentia...
https://t.co/PvKftPUIyo"
StillKickin62,2020-10-25 23:50:04+00:00,1320512987988447235,"@realDonaldTrump #JoeBiden said he won't issue new leases on Federal land plus insure better emissions filtering. Release full plan it will create additional 750,000 new hi paying jobs! Tell full truthful story people know you LIE tRump!

#tRumpVirus #BidenHarris2020ToSaveAmerica"
Triz_1,2020-10-25 23:49:55+00:00,1320512947450466305,#JoeBiden is the laziest presidential candidate in American history. 😴
DarkJamie,2020-10-25 23:49:34+00:00,1320512860590538752,"Kamala Harris: BLEGH *pukes in the bushes*
Joe Biden: Come on, man!
🤮😂 #JoeBiden #KamalaHarris #Elections2020 #BidenHarris2020 #MAGA2020 #MAGA"
2haveandhavenot,2020-10-25 23:48:26+00:00,1320512575151525888,"#JoeBiden hitting his mark.

#fracking #fossilfuel #jobs #china #GlobalGraft #TheBigGuy #Ukraine #Biden #ComeOnMan #Bobulinski #kickback #RussiaHoax #impeachment @RealDonaldTrump #Trump #WhiteHouse @MarkMeadows @mariabartiromo
#WSJ #Pennsylvania #Ohio #Michigan #Texas #NewMexico https://t.co/2qKxjn5CGN"
ftherof4,2020-10-25 23:48:08+00:00,1320512499226013696,I voted for the guy whose wife loves him. #JillBiden #JoeBiden #JoeWillLeadUs #BidenHarris2020 #BidenHarris2020Landslide https://t.co/0YPB3SlPhz
realphannigan,2020-10-25 23:47:54+00:00,1320512442154274816,"@CBSNews #BlackLivesMatter If #JoeBiden wins #Florida it's all over on Election night. No more will he, won't he accept the results. Without #Florida @realDonaldTrump simply cannot win. So PLEASE #VoteEarly #VoteBidenHarris and let's #TurnFloridaBlue #TurnTexasBlue #VoteBlueDownTheBallot"
shecht6,2020-10-25 23:47:27+00:00,1320512326806740992,"#Biden explains why he draws tiny pathetic crowds; as anemic event turns into impromptu #Trump rally

Those who don't attend #JoeBiden rallies because of #Covid won't vote either.

Reelect @POTUS @realDonaldTrump 
 
https://t.co/fyrs5JlIXu via @BIZPACReview"
HelloKarma2021,2020-10-25 23:47:23+00:00,1320512312113991680,#JoeBiden is making a fool out of himself https://t.co/XUs2KcEn3n
realphannigan,2020-10-25 23:47:08+00:00,1320512248851369986,"@CBSNews #BlackHistoryMonth #BlackLivesMatter If #JoeBiden wins #Florida it's all over on Election night. No more will he, won't he accept the results. Without #Florida @realDonaldTrump simply cannot win. So PLEASE #VoteEarly #VoteBidenHarris and let's #TurnFloridaBlue #TurnTexasBlue 🌊🌊"
MikeyD15,2020-10-25 23:46:41+00:00,1320512133516402689,"Another #TrumpSuperSpreader rally while #TrumpDancesAmericansDie 225,000 and counting. New Zealand have only had 25 deaths to date. #JoeBiden is up +11 points in #Maine Your 4,000 are the uneducated what’s left. https://t.co/TXfTnc4wK0"
CommenTarri,2020-10-25 23:46:12+00:00,1320512013697572864,"@thomaskaplan @katieglueck It sure is nice that #JoeBiden cares enough about the American people to pass up in person rallies for virtual events?

#JoeWillLeadUs 
#JOEBIDEN2020
#BidenHarris2020Landslide"
realphannigan,2020-10-25 23:46:12+00:00,1320512013274107912,"@CBSNews If #JoeBiden wins #Florida it's all over on Election night. No more will he, won't he accept the results. Without #Florida @realDonaldTrump simply cannot win. So PLEASE #VoteEarly #VoteBidenHarris and let's #TurnFloridaBlue #TurnTexasBlue #VoteBlueDownTheBallot 🌊🎃🌊🎃🌊🎃🌊🎃🌊"
realphannigan,2020-10-25 23:46:03+00:00,1320511976058032128,"@realDonaldTrump If #JoeBiden wins #Florida it's all over on Election night. No more will he, won't he accept the results. Without #Florida @realDonaldTrump simply cannot win. So PLEASE #VoteEarly #VoteBidenHarris and let's #TurnFloridaBlue #TurnTexasBlue #VoteBlueDownTheBallot 🌊🎃🌊🎃🌊🎃🌊🎃🌊"
freedommary,2020-10-25 23:45:58+00:00,1320511953475874816,"So #KamalaHarris is obviously laughing behind #JoeBiden back together with Bernie Sanders... They know that while #Biden is going senile, they are the ones that will be ruining the country with communist agenda if they get elected. Stop Communism... Vote for #Trump2020 #MAGA"
realphannigan,2020-10-25 23:45:54+00:00,1320511938246356992,"@CNNPolitics If #JoeBiden wins #Florida it's all over on Election night. No more will he, won't he accept the results. Without #Florida @realDonaldTrump simply cannot win. So PLEASE #VoteEarly #VoteBidenHarris and let's #TurnFloridaBlue #TurnTexasBlue #VoteBlueDownTheBallot 🌊🎃🌊🎃🌊🎃🌊🎃🌊"
lisaisme85,2020-10-25 23:45:53+00:00,1320511933565591553,"Obama &amp; Biden do yall like breast? #BarackObama @BarackObama @SenBobCasey @ObamaMalik #JoeBiden @JoeBiden 
VOTE https://t.co/dZn1kBPZCF"
realphannigan,2020-10-25 23:45:46+00:00,1320511902175449089,"@TheDemocrats If #JoeBiden wins #Florida it's all over on Election night. No more will he, won't he accept the results. Without #Florida @realDonaldTrump simply cannot win. So PLEASE #VoteEarly #VoteBidenHarris and let's #TurnFloridaBlue #TurnTexasBlue #VoteBlueDownTheBallot 🌊🎃🌊🎃🌊🎃🌊🎃🌊"
realphannigan,2020-10-25 23:45:35+00:00,1320511858651107335,"@SenateDems @SenatorCarper If #JoeBiden wins #Florida it's all over on Election night. No more will he, won't he accept the results. Without #Florida @realDonaldTrump simply cannot win. So PLEASE #VoteEarly #VoteBidenHarris and let's #TurnFloridaBlue #TurnTexasBlue #VoteBlueDownTheBallot 🌊🎃🌊🎃🌊🎃🌊🎃🌊"
hocsoc1,2020-10-25 23:45:35+00:00,1320511858445553665,Even CNN Fact-Checker Admits Biden Told Massive Whopper on Fracking You know it’s bad when @CNN even says that #JoeBiden 🤥via @WestJournalism https://t.co/P8FfCeSIis
withliberte,2020-10-25 23:45:25+00:00,1320511814749356033,The Parties Are Realigning And #Polls Are WRONG Because Of It https://t.co/YrqNxA1lGf Support for #DonaldTrump and #JoeBiden may not even be based on Party alignment nor even are the parties the same as they always have been. | #Election2020
realphannigan,2020-10-25 23:45:23+00:00,1320511807556096001,"@CNNPolitics If #JoeBiden wins #Florida it's all over on Election night. No more will he, won't he accept the results. Without #Florida @realDonaldTrump simply cannot win. So PLEASE #VoteEarly #VoteBidenHarris and let's #TurnFloridaBlue #TurnTexasBlue #VoteBlueDownTheBallot 🌊🎃🌊🎃🌊🎃🌊🎃🌊"
realphannigan,2020-10-25 23:45:11+00:00,1320511757002178563,"@realDonaldTrump If #JoeBiden wins #Florida it's all over on Election night. No more will he, won't he accept the results. Without #Florida @realDonaldTrump simply cannot win. So PLEASE #VoteEarly #VoteBidenHarris and let's #TurnFloridaBlue #TurnTexasBlue #VoteBlueDownTheBallot 🌊🎃🌊🎃🌊🎃🌊🎃🌊"
cutwheel,2020-10-25 23:45:03+00:00,1320511722680020992,#JoeBiden #LaptopFromHell #CorruptJoeBiden Watch and learn! https://t.co/JhQrfsLWuG
13Lxx,2020-10-25 23:44:16+00:00,1320511526034354178,COVID-19 Operation Dark Winter https://t.co/8G3d49KTV7 via @YouTube #OpDarkWINTER #DarkWinter  #darkwinteriscoming #JoeBidenCrimeFamily #blackfriday2020 #coviddisaster #coronavirus #CivilUnrest #money #Hunger #protestkobiet #protest #Debates2020 #JoeBiden 🇺🇸
MercuryReports,2020-10-25 23:44:00+00:00,1320511461333049344,"DELUSIONAL BIDEN CLAIMS THERE’S NO HUNTER BIDEN CONTROVERSY: ""There is no controversy about my son. That's a hell of a lie. That's a flat lie because the president has nothing to run on, it's classic Trump."" Can anyone really trust #JoeBiden? 
#BidenGate 
https://t.co/159QjsTOrb"
MartyR214,2020-10-25 23:43:55+00:00,1320511440348803072,@CortesSteve Real President #JoeBiden
dolphinsRsmart,2020-10-25 23:43:11+00:00,1320511255199690753,8 days until the #Election! #VoteReady for #JoeBiden and #KamalaHarris to #SaveDemocracy. https://t.co/qppXaP3UoS
DireNecessity,2020-10-25 23:42:08+00:00,1320510989733974016,Communist #China #CCP poses the greatest threat to the #UnitedStates — not #Russia — Gordon Chang on #TuckerCarlson Friday 23 October. Deeply troubling #JoeBiden has secret financial ties with Chinese Communist regime. What incriminating information may China Regime have?
AmatoTalk,2020-10-25 23:40:37+00:00,1320510607104196608,"Amazing.  4 years ago today

@Rsherlock @NPR
 #DonaldTrump #media #JoeBiden #HillaryClinton https://t.co/8lo7ADTrBX"
PRAISETRIUNEGOD,2020-10-25 23:39:09+00:00,1320510240610086917,"Sickening  👎 👎 "" #JoeBiden Campaign Releases COMPLETELY DISHONEST Ad Targeting Black Women that Misrepresents EVERY SINGLE TRUMP QUOTE — WILL TWITTER  FLAG THIS  ?"" #NeverBiden 😕😞

#TrumpPence2020 🎉😊
https://t.co/HJtYxzGVeP"
shawadli,2020-10-25 23:38:27+00:00,1320510064122187777,"New song by Latino Trump supporters.
#vote #realDonaldTrump 
#JoeBiden #lid on
https://t.co/EMFQegkrc9"
Tusnik,2020-10-25 23:37:58+00:00,1320509941254336512,"Wow, @Facebook might finally take some responsibility for the divisions and hate speech it has fueled for financial gain. #thecaringeconomy #joebiden  Facebook Prepares Measures for Possible Election Unrest - WSJ https://t.co/ix4KwOBSAi"
remiforce,2020-10-25 23:37:27+00:00,1320509810790572032,"#JoeBiden struggled as a young boy to overcome severe stuttering, getting up at night to practice speaking with a flashlight &amp; book of poetry. He became one of the best orators in the Senate. THOSE WHO HAVE STRUGGLED TO OVERCOME A DISABILITY WILL UNDERSTAND! https://t.co/yEAR2ckPgG"
JimmyBalek,2020-10-25 23:37:07+00:00,1320509728972156929,#KeepYourDistance from #JoeBiden &amp; @SenKamalaHarris. Seems whatever #SlowJoeBiden has seems to be #severe and #infecting other people. https://t.co/FcBn1OCL9O
martha_majestic,2020-10-25 23:37:05+00:00,1320509717110648834,@SicarioScott @LyndaG1963 You can't stand with #JoeBiden. He's walking up &amp; down aimlessly!
WoCforBiden,2020-10-25 23:37:00+00:00,1320509699343765504,"@JoeBiden There are less than 10 days before Election Day. Decide if you will Early Vote or Vote In Person on Election Day. 
Your vote Matters 
#WocforBiden #JoeBiden #KamalaHarris #BidenEqualsExperience #ElectBidenHarris #GirlfriendsforKamala https://t.co/fyuHwnRl3K"
TV4MIMI,2020-10-25 23:36:59+00:00,1320509694880804864,Guys #JoeBiden is sick and tired of smart guys. #BlameTrump https://t.co/GG5lf08wZP
isellpopcorn,2020-10-25 23:36:55+00:00,1320509677302620160,Willi I choose #joebiden over that man? Yes I will.
SalCelli,2020-10-25 23:36:51+00:00,1320509662064713728,"#JoeBiden’s foreign corruption is not #Russian #disinformation. It’s a #real story!
https://t.co/zCy7HnxPll https://t.co/cr5j6XQ4rF"
khnfri,2020-10-25 23:36:44+00:00,1320509630938832897,#JoeBiden is putting a lid on personal appearances because nobody is showing up to see him.  #Trump generates a lot more enthusiasm. https://t.co/mb4f2CJdGr
FrankieThumper,2020-10-25 23:36:08+00:00,1320509480237367296,run out the clock #JoeBiden
JCollinsRNC,2020-10-25 23:35:56+00:00,1320509431285714944,#joebiden #biden2020 #BRAGS about #VoterFRAUD #Organization the #Democrats put together 🤣 #TeamTrumpONLINE #TRUMP2020 https://t.co/X6cNFE0A6P via @Clapper
trapholizaynews,2020-10-25 23:35:21+00:00,1320509283679821824,"Mark Meadows Admits White House Will Not Control The COVID-19 Outbreak

#coronavirus #covid-19 #donaldtrump #joebiden #markmeadows #mikepence ...
https://t.co/H4AdpXeiIJ"
Terceira1,2020-10-25 23:34:52+00:00,1320509159943606277,#HillaryClinton to replace #joebiden
chasbottom,2020-10-25 23:34:26+00:00,1320509050388402177,@thehill More mindless silliness from @AOC. #JoeBiden has been in government for almost half a century and can't point to anything substantial he's done for the betterment of American citizens.
GeekyNICKDOLL,2020-10-25 23:33:50+00:00,1320508900970356736,"Oh, no, Republicans aren't going to be able to watch anything but Chris Pratt films from now on! But not Guardians as Bautista has a #JoeBiden ad! And the Rock! And Larry David! And Mel Brooks! And the entire Avengers cast who did a fundraiser! Thank God they have Fox News. https://t.co/gwokLLZu0G"
Darrin48070209,2020-10-25 23:33:47+00:00,1320508886722424839,Absolutely! If you were innocent you would be screaming it all over the media. #realDonaldTrump #trumpwarroom #WakeUpAmerica #joebiden https://t.co/VTTx3J2HHT
GuyFair1,2020-10-25 23:33:36+00:00,1320508842849914880,"@CLewandowski_ @realDonaldTrump Simple, pea brain:

#JoeBiden is protecting people with sensible rallies.

@realDonaldTrump @VP are #Superspreading #COVID19."
JackPolakoff,2020-10-25 23:33:30+00:00,1320508815196999681,@JoeBiden #ProtectOurCare by voting #Trump out and #JOEBIDEN into office. https://t.co/dPcuCcnyck
rabbitfr,2020-10-25 23:33:06+00:00,1320508716387651584,"@BillKristol This is hilarious 😂 
Remember Helsinki 45 believed Putin over our intelligence community 
#vote #VoteEarly #JoeBiden #KamalaHarris #BidenHarris"
bluepolitics_,2020-10-25 23:32:23+00:00,1320508534291943426,President Obama to campaign in Orlando on Tuesday for #JoeBiden and #KamalaHarris https://t.co/D39cJtSNfz
RAADARde,2020-10-25 23:30:30+00:00,1320508060192878594,Trump Had One Last Story to Sell. The Wall Street Journal Wouldn't Buy It.  #JoeBiden #MrBobulinski https://t.co/X76pp0k1QA
crawdmc,2020-10-25 23:30:09+00:00,1320507976046776320,"#JoeBiden #KamalaHarris If you have buyers remorse, do not fear!!! *** TELL ALL YOUR FRIENDS *** If you already voted U can change your vote. Contact your local clerk's office. Ask to ""spoil"" your ballot.  You can revote.  Deadline in most States is 10/31/2020 #Trump2020 Victory"
Ninavictoria_10,2020-10-25 23:29:51+00:00,1320507897160339457,That's Why I voted for a real leader #JoeBiden #Americans https://t.co/it5KCSseth
DarrickWilkins,2020-10-25 23:29:32+00:00,1320507819431464961,"#JoeBiden turned @NASA into just a low Earth orbit science lab.  

@realDonaldTrump has out scientists and kids reaching for the stars again! 

#MakeSpaceGreatAgain, go @TheRealBuzz and thank you! https://t.co/9q3Mm0b6cf"
Winslow19Don,2020-10-25 23:28:33+00:00,1320507569270595585,"@beth_holbrook8 OBAMA THE FRAUD
In 2008, @BarackObama’s Secretary of State, @HillaryClinton, said she would attack Iran if she were president. There's not much difference between Hillary, Obama #JoeBiden and @realDonaldTrump. https://t.co/wsxbtvILa0"
MercuryReports,2020-10-25 23:27:48+00:00,1320507384381452290,"JOE BIDEN’S RECORD IS CRYSTAL CLEAR: Even on #HuntersLapTop! #JoeBiden spent decades falling prey to communist China and taking them at their word while his China trade votes killed millions of American jobs! 
https://t.co/TukjakHeb8"
cokey318,2020-10-25 23:27:26+00:00,1320507290064195584,"FBI Reportedly in Possession of Hunter Biden’s Laptop https://t.co/lAcccIzhZN via @YahooNews  
#JoeBiden  #HuntersLapTop"
godfatherofchao,2020-10-25 23:27:07+00:00,1320507210313523200,Watch: Joe Biden Cuts Off Reporter During Question on Hunter Biden https://t.co/4pqZwcMOcr via @BreitbartNews #abovetheclouds #JoeBiden #Hunterbidenlaptop
whipit_Studio,2020-10-25 23:26:48+00:00,1320507130600935425,@MrAndyNgo #Antifa is just an idea rigt #JoeBiden . more votes have already been submitted than the total for 2016. the corrupt elite are stealing the election . while ignorant sheep cheer them on #Trump2020
Music_Miami,2020-10-25 23:26:28+00:00,1320507046953930753,"“Never Forget That Justice Is What Love Looks Like in Public.” - Dr Cornel West

#BlackEyedPeas #JenniferHudson #TheLove

🇺🇸 #Vote #BidenHarris2020 #VoteLove #JoeBiden #KamalaHarris 
#CivilRights #BlackLivesMatter #EndRacism https://t.co/ppzwO8nfCz"
_5u11y,2020-10-25 23:25:58+00:00,1320506919425982465,"Yesterday I cast my vote for #JoeBiden and #KamalaHarris in #Election2020. It was cast less for me, and more for

my niece
my sister
my mother
my aunts
my cousins
my grandmother
every partner I've ever had, and will have
the women and girls in their families

(1/2) https://t.co/Gqp77FUtz5"
Flying_Scot52,2020-10-25 23:25:33+00:00,1320506815004708864,"For once, I agree with #JoeBiden !  https://t.co/rxyVTEVBb7"
cforse1500,2020-10-25 23:25:15+00:00,1320506742095183873,#HunterBiden son of #JoeBiden https://t.co/LlSsGj1oen
SecretShopper10,2020-10-25 23:23:55+00:00,1320506403887452162,"#America, social #media doesn't want you to know about the explosive #HunterBiden scandal, which also compromises #JoeBiden, who is a liar: https://t.co/7J1vdQW8iP #CNN #msnbc #nbcnews #cbsnews #abc #newyorktimes https://t.co/6JdCpzIhob"
KarlaLesher,2020-10-25 23:23:45+00:00,1320506364381270016,This is crazy.  This is like triage in a war.  We can do better than this #BlueWave2020 #JoeBiden https://t.co/sdNqQBGIpz
KarlzbadTavern,2020-10-25 23:23:44+00:00,1320506357502644230,@PaulStetson13 @PamBondi @MarkMeadows @realDonaldTrump I voted for #JoeBiden in Florida. #FloridaForBiden
TimBronstein,2020-10-25 23:22:52+00:00,1320506142569730048,@franokeefe @Trumpster4Trump @AOC @JoeBiden I don’t know if anyone heard #JoeBiden say he would rejoin the the #ParisAccord immediately
ellinidata,2020-10-25 23:22:49+00:00,1320506128250392578,#JoeBiden  one of the best ads I saw so far! Bravo! &lt;3
bledsoe_wes,2020-10-25 23:22:21+00:00,1320506010751115271,@ABC #VoteByMail is the biggest Democrat scam since they spied on #Trump in 2016. Bribable Biden is beholden to foreign countries and thus far the #US Gov't is covering up for corrupt #JoeBiden &amp; his grifter son #HunterBiden. China has a stranglehold on Biden and the Dems. #Trump2020
DB_223,2020-10-25 23:22:04+00:00,1320505939615731712,Well well... what’s this new email about? #HuntersLapTop #HunterBiden #JoeBiden #JoeBidenCrimeFamily https://t.co/Ro4KNGmwe7
realtalkmadhuri,2020-10-25 23:21:43+00:00,1320505849597616130,Voted today. Grateful to @MadisonWIClerk for placing absentee ballot drop off boxes and making it more convenient for everyone to cast their ballots. Thank you for all your efforts to increase voter turnout! #MadisonVotes2020 #JoeBiden
vabensons,2020-10-25 23:21:22+00:00,1320505764545470465,@bhjr67 Say goodbye to this if you vote for #JoeBiden. And your 401K. And your Social Security. And your Medicare. #BidenCareNightmare https://t.co/w84hNKolqS
Tewodro87194848,2020-10-25 23:21:06+00:00,1320505695519666176,Ethiopian Americans. #Ethiopia needs you more than ever vote this president out of the White House. Ethiopian American Please vote vote vote #JoeBiden #KamalaHarris For 2020.
GiGi_IsATrip,2020-10-25 23:20:28+00:00,1320505538208292865,#JoeBiden is the leader we need! https://t.co/uPU2rtS5Yi
FrancisJeffrey7,2020-10-25 23:20:22+00:00,1320505510085292032,"@KimDotcom Hi, Kim: Nice hearing (seeing...?) from you. (It gets so lonely here in #Malibu &amp; #SiliconValley.)
Wondering if you are citing ""#BidenCrimeFamiily"" in reference specifically to any one #Biden,or as a reference to the operations of #JoeBiden in #Obama Administration at the time.
f"
Gr8LakesCzarina,2020-10-25 23:20:20+00:00,1320505504116998151,#JoeBiden lives in an alternate universe. https://t.co/GWbpOPvwW5
DB_223,2020-10-25 23:19:32+00:00,1320505300730978306,"Breaking news: James Biden writes to #HunterBiden about #JoeBiden meeting with “the O” about “outrageous acquisitions” and “the two biggest days of our business life” in an e-mail from October 1, 2017. https://t.co/K0YC1QHcLn"
patte151,2020-10-25 23:19:12+00:00,1320505218082181122,Y’all keep showing the three black women from #Georgia saying they’re undecided. @ChrisJansing showed that at least one is voting for #JoeBiden after the last Presidential Debate. This segment is misleading! @AliciaMenendez #AmericanVoices @MSNBC
expoentertainme,2020-10-25 23:18:42+00:00,1320505092353785860,#JoeBiden get your Democrat 2020 hanging Car Air Freshener @ Amazon / https://t.co/FmAe8WP0Zt
Doc_JJK,2020-10-25 23:18:26+00:00,1320505023936270337,Too many #JoeBiden supporters are masochists. https://t.co/IHV5h0flRy
sheryltwo,2020-10-25 23:18:22+00:00,1320505008337555456,"@mcuban @oneunderscore__ No what’s crazy is the very real #HunterFootJob video showing Joe’s son/business partner w/his underage niece (Joe’s granddaughter) 🤢

#JoeBiden family is sad &amp; broken. Joe &amp; his family s/b nowhere near the presidency. Joe needs to turn his son into the authorities yesterday 😑 https://t.co/Vh98sY54gU"
MastersenSarah,2020-10-25 23:18:21+00:00,1320505004424384513,".@BernieSanders 
I'll bet you'd be out campaigning 
🤣🤣
.@TheDemocrats sure can pick them, can't they??

If .@JoeBiden can't campaign for a few days he sure as fuck can't run a country.

.@realDonaldTrump is going to run circles around #JoeBiden https://t.co/VAz7BZYCUc"
JasonRFate,2020-10-25 23:18:11+00:00,1320504964104495106,Tweeted 1 year ago today #JoeBiden @JoeBiden #vote #2020Election https://t.co/iGjkVMeJ3m
ORHRT1,2020-10-25 23:17:42+00:00,1320504840548544513,"They're doing this because @joebiden is ill and they can't hide it anymore. Joe was melting down right before our eyes. AMERICA, wake up. In the words of #obama...never underestimate how much Biden can screw it up. 

#joebiden #hunterbiden #LaptopFromHell #Dementia https://t.co/uKdvswwKSB"
EdwardGeretyIII,2020-10-25 23:17:33+00:00,1320504805056520198,"@EricRossoni @bobs28935667 The #JoeBiden economic plan would end the ability of workers to stay out of unions, end US energy independence and reduce private sector jobs while creating an ever growing government that will need higher job killing taxes to feed it."
riwired,2020-10-25 23:17:09+00:00,1320504703310909441,"Watch ""#JoeBiden: All Talk, No Action"" https://t.co/R37mbuWc6v"
GodIsMySolution,2020-10-26 23:59:29+00:00,1320877742724915202,"@kylegriffin1 There votes, will still help the change that's coming, and now they will see what the GOP is all about. Vote for #JoeBiden"
LeighNYC_Laura,2020-10-26 23:58:41+00:00,1320877543776542720,"@votevets And, spectacular stupidity.

#BidenHarrisLandslide2020  #JoeBiden #BidenForPresident #VoteBlue #VOTE  https://t.co/4X737AxIEw"
Bucking_Right,2020-10-26 23:57:50+00:00,1320877327178473472,"Everybody needs to stop and watch this video...everybody.
#JoeBiden #DonaldTrump
 https://t.co/ZM9jRl77Fc"
tcmusic,2020-10-26 23:57:09+00:00,1320877154767380483,@ProjectLincoln Thanks for posting 🎥👏👏👏🇺🇸🇺🇸🇺🇸🏴‍☠️🏴‍☠️🏴‍☠️ #BidenHarris2020 #JoeWillLeadUs #JoeBidensNeighborhood #JoeBiden
RyanSmithman,2020-10-26 23:56:33+00:00,1320877006616174592,"@realDonaldTrump Time to get this corrupt, lying crook, out of office! #JoeBiden 
https://t.co/1itIg4FrTP"
_iGetzItKraken_,2020-10-26 23:56:19+00:00,1320876947619123200,This man hates GOD and America...he is automatically disqualified from being president. #JoeBiden #VoteTrump2020ToSaveAmerica https://t.co/fapZxNKPNn
EpochTimes,2020-10-26 23:55:01+00:00,1320876620576677888,"“We’ll work to collaborate with China when it’s in our interest, including on public health and climate change.”

#JoeBiden said he will collaborate with #China in the 2 major areas of #PublicHealth and #ClimateChange if elected as president. https://t.co/LqRJUdWMOG"
Newsenm,2020-10-26 23:54:37+00:00,1320876518294409216,"James Carville had a characteristically blunt response to critics of Joe Biden’s Covid-era campaign strategy of avoiding the campaign trail: “It’s the pandemic, stupid.”
In  #2020election #AriMelber #DonaldTrump #JamesCarville #JoeBiden #MSNBC #TheBeat #TV https://t.co/ocku4EStx3 https://t.co/MsCudyRgRf"
CSMUSArmy,2020-10-26 23:53:48+00:00,1320876314694475776,"#JoeBiden floats rotating #SupremeCourtJustices if he is elected https://t.co/v7c9cPyYfY via @nypost This and other ""out there"" proposals are simply because of #AmyConeyBarrett's confirmation to the #SCOTUS. #Shortsighted #PoliticalPandering #Ridiculous"
ces669,2020-10-26 23:52:30+00:00,1320875987492655105,MUST WATCH: President #Trump plays a DEVASTATING video for #JoeBiden in #... https://t.co/zLWWgc9kmI via @YouTube
VivazZapata,2020-10-26 23:52:20+00:00,1320875945583169536,@sbauerAP @AP No problem when #JoeBiden wins and #Democrats win #SenateBlueWave we #PackTheCourt. #packthembaby
RickChapterTwo,2020-10-26 23:52:07+00:00,1320875891862523906,"@JohnCornyn will work and care for your well being as much as any Republican would. Just ask @GregAbbott_TX 

#VOTE  @mjhegar 

#JoeBiden 

https://t.co/Ri1eUkyaSS"
JosephJesusPahl,2020-10-26 23:51:57+00:00,1320875846924750853,#JoeBiden is a racist. https://t.co/HczelXPQOt
